Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0036459~thiol-dependent ubiquitinyl hydrolase activity	7	1.2195121951219512	0.026576896568359997	74270, 235461, 329908, 72344, 237898, 229603, 104416	518	77	17446	3.0617760617760617	0.9999997032979722	0.20314942856362847	0.18458200767340435
GOTERM_BP_DIRECT	GO:0030010~establishment of cell polarity	5	0.8710801393728222	0.027135420659466836	16905, 17925, 269152, 381979, 76816	520	40	18082	4.346634615384615	1.0	0.7395161677867552	0.7321344274549455
GOTERM_BP_DIRECT	GO:0048041~focal adhesion assembly	4	0.6968641114982579	0.027178225767117592	54126, 16475, 13043, 50768	520	23	18082	6.047491638795987	1.0	0.7395161677867552	0.7321344274549455
GOTERM_MF_DIRECT	GO:0032452~histone demethylase activity	3	0.5226480836236934	0.027485236190132534	193796, 320595, 74042	518	9	17446	11.226512226512225	0.9999998237693958	0.2072535377580264	0.18831101011347562
GOTERM_BP_DIRECT	GO:0007411~axon guidance	10	1.7421602787456445	0.028156788954785718	11735, 19876, 12933, 12934, 226251, 64453, 17967, 14026, 269152, 13800	520	149	18082	2.3337635518843576	1.0	0.7567995470286307	0.7492452865773468
GOTERM_BP_DIRECT	GO:0000902~cell morphogenesis	7	1.2195121951219512	0.028877948640234973	20586, 13649, 13605, 11518, 19014, 16800, 331401	520	81	18082	3.0050807217473885	1.0	0.7668313108804564	0.7591769148553339
GOTERM_CC_DIRECT	GO:0000777~condensed chromosome kinetochore	7	1.2195121951219512	0.02892534076864406	18676, 70998, 27223, 226747, 101994, 381280, 16319	545	84	19662	3.006422018348624	0.9999994327371557	0.19685301356438317	0.17355204461186435
GOTERM_CC_DIRECT	GO:0030424~axon	18	3.1358885017421603	0.029427398542588627	17762, 19876, 29819, 67299, 15161, 18483, 30948, 19132, 72333, 22352, 74132, 26404, 11735, 11789, 12934, 17967, 104027, 17755	545	370	19662	1.75510042152244	0.9999995597154989	0.19752637377901955	0.17414570096436008
GOTERM_BP_DIRECT	GO:0007026~negative regulation of microtubule depolymerization	4	0.6968641114982579	0.030415673365521735	11789, 78798, 16800, 17755	520	24	18082	5.795512820512821	1.0	0.7794900476466268	0.7717092939949817
GOTERM_BP_DIRECT	GO:1900087~positive regulation of G1/S transition of mitotic cell cycle	4	0.6968641114982579	0.030415673365521735	12914, 28036, 72584, 81702	520	24	18082	5.795512820512821	1.0	0.7794900476466268	0.7717092939949817
GOTERM_BP_DIRECT	GO:0071108~protein K48-linked deubiquitination	4	0.6968641114982579	0.030415673365521735	74270, 235461, 229603, 104416	520	24	18082	5.795512820512821	1.0	0.7794900476466268	0.7717092939949817
KEGG_PATHWAY	mmu05223:Non-small cell lung cancer	5	0.8710801393728222	0.031037925583311	13649, 20662, 78798, 109880, 13557	165	56	7691	4.161796536796537	0.9914429589359487	0.393147057388606	0.372455106999732
GOTERM_MF_DIRECT	GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding	15	2.6132404181184667	0.031094863062503926	15361, 21423, 21411, 17258, 18034, 68837, 17260, 11909, 21406, 20677, 56501, 20807, 83396, 380993, 18029	518	270	17446	1.871085371085371	0.9999999778719972	0.23134578118502921	0.21020127430252653
GOTERM_BP_DIRECT	GO:0045943~positive regulation of transcription from RNA polymerase I promoter	3	0.5226480836236934	0.03176413248893445	320595, 74042, 216877	520	10	18082	10.431923076923077	1.0	0.7955471364274037	0.7876061033051701
GOTERM_BP_DIRECT	GO:0000289~nuclear-transcribed mRNA poly(A) tail shortening	3	0.5226480836236934	0.03176413248893445	74108, 17350, 233033	520	10	18082	10.431923076923077	1.0	0.7955471364274037	0.7876061033051701
GOTERM_CC_DIRECT	GO:0015630~microtubule cytoskeleton	10	1.7421602787456445	0.03190190960941561	17762, 56699, 75991, 78798, 237222, 270058, 17216, 228866, 245877, 170791	545	158	19662	2.283358494948322	0.9999998739658906	0.21124237444072497	0.18623817501712894
GOTERM_MF_DIRECT	GO:0035257~nuclear hormone receptor binding	4	0.6968641114982579	0.03299409842278033	19014, 20185, 17978, 12953	518	24	17446	5.613256113256114	0.999999992596254	0.23910008986897954	0.21724685584869646
GOTERM_MF_DIRECT	GO:0051019~mitogen-activated protein kinase binding	4	0.6968641114982579	0.03299409842278033	29819, 26401, 14886, 108989	518	24	17446	5.613256113256114	0.999999992596254	0.23910008986897954	0.21724685584869646
GOTERM_BP_DIRECT	GO:0043044~ATP-dependent chromatin remodeling	4	0.6968641114982579	0.0338465157509049	20588, 20586, 68094, 107932	520	25	18082	5.563692307692308	1.0	0.8085454164205381	0.8004746364018213
GOTERM_BP_DIRECT	GO:0048025~negative regulation of mRNA splicing, via spliceosome	4	0.6968641114982579	0.0338465157509049	56215, 19656, 20462, 67996	520	25	18082	5.563692307692308	1.0	0.8085454164205381	0.8004746364018213
GOTERM_BP_DIRECT	GO:0003382~epithelial cell morphogenesis	4	0.6968641114982579	0.0338465157509049	105782, 72333, 26401, 108829	520	25	18082	5.563692307692308	1.0	0.8085454164205381	0.8004746364018213
GOTERM_CC_DIRECT	GO:0035097~histone methyltransferase complex	4	0.6968641114982579	0.03415891377434245	55982, 214162, 22289, 17283	545	26	19662	5.5503175723359215	0.9999999598411503	0.22317156999237067	0.1967553433402125
GOTERM_MF_DIRECT	GO:0030674~protein binding, bridging	6	1.0452961672473868	0.03429884408989435	11735, 109620, 234366, 17283, 233335, 53975	518	61	17446	3.312741312741313	0.9999999965145794	0.2453686538738596	0.2229424865843133
GOTERM_BP_DIRECT	GO:0048812~neuron projection morphogenesis	6	1.0452961672473868	0.03441601428321328	14270, 13649, 13043, 270058, 381979, 20239	520	63	18082	3.311721611721612	1.0	0.8085454164205381	0.8004746364018213
GOTERM_BP_DIRECT	GO:0006342~chromatin silencing	6	1.0452961672473868	0.03441601428321328	268515, 17257, 17692, 231861, 30951, 228536	520	63	18082	3.311721611721612	1.0	0.8085454164205381	0.8004746364018213
GOTERM_BP_DIRECT	GO:0007409~axonogenesis	8	1.3937282229965158	0.03448424189815362	11735, 17762, 11789, 67299, 20616, 16765, 381979, 17755	520	107	18082	2.5998562185478074	1.0	0.8085454164205381	0.8004746364018213
GOTERM_MF_DIRECT	GO:0000981~RNA polymerase II transcription factor activity, sequence-specific DNA binding	11	1.9163763066202089	0.0347580602609387	56501, 57080, 17258, 18034, 19014, 68837, 14886, 17260, 18029, 232875, 20677	518	174	17446	2.1291661119247323	0.9999999973270519	0.2455062990582759	0.22306755129488506
GOTERM_BP_DIRECT	GO:0016337~single organismal cell-cell adhesion	8	1.3937282229965158	0.03600244802899075	12490, 93742, 105782, 13649, 380928, 109620, 20807, 227937	520	108	18082	2.5757834757834757	1.0	0.8352567942725853	0.8269193852553454
GOTERM_BP_DIRECT	GO:0098779~mitophagy in response to mitochondrial depolarization	9	1.5679442508710801	0.03663157580814223	56215, 72238, 109658, 17929, 109115, 228361, 78816, 26404, 84095	520	132	18082	2.3708916083916085	1.0	0.8409999279285987	0.8326051918058995
GOTERM_MF_DIRECT	GO:0033613~activating transcription factor binding	4	0.6968641114982579	0.03669145722115025	12914, 17258, 17260, 216877	518	25	17446	5.388725868725869	0.9999999991268281	0.25592291411752294	0.2325321101390397
GOTERM_BP_DIRECT	GO:0072661~protein targeting to plasma membrane	4	0.6968641114982579	0.037469126654386904	20742, 11735, 18483, 11733	520	26	18082	5.349704142011834	1.0	0.8481408366076576	0.8396748209972363
KEGG_PATHWAY	mmu03030:DNA replication	4	0.6968641114982579	0.037854327535828264	19687, 18969, 67967, 17216	165	35	7691	5.327099567099568	0.9970530996164343	0.39967379720648	0.3786383341956126
GOTERM_BP_DIRECT	GO:0008154~actin polymerization or depolymerization	3	0.5226480836236934	0.03809707024689569	329165, 14026, 13800	520	11	18082	9.483566433566434	1.0	0.8481408366076576	0.8396748209972363
GOTERM_BP_DIRECT	GO:0034244~negative regulation of transcription elongation from RNA polymerase II promoter	3	0.5226480836236934	0.03809707024689569	14056, 27632, 170472	520	11	18082	9.483566433566434	1.0	0.8481408366076576	0.8396748209972363
KEGG_PATHWAY	mmu04810:Regulation of actin cytoskeleton	10	1.7421602787456445	0.03820090114560551	216963, 11789, 13649, 20662, 329165, 54126, 20130, 109880, 13800, 213435	165	213	7691	2.1883624982216534	0.9972091323572096	0.39967379720648	0.3786383341956126
GOTERM_MF_DIRECT	GO:0004004~ATP-dependent RNA helicase activity	6	1.0452961672473868	0.03865047660168168	67997, 56200, 117599, 53975, 338359, 216877	518	63	17446	3.207574921860636	0.9999999997196026	0.2662588388115849	0.2419233535438594
KEGG_PATHWAY	mmu05215:Prostate cancer	6	1.0452961672473868	0.039441493145376316	12914, 13649, 20662, 109880, 12448, 13557	165	88	7691	3.178099173553719	0.9977033373758581	0.39967379720648	0.3786383341956126
GOTERM_MF_DIRECT	GO:0016817~hydrolase activity, acting on acid anhydrides	3	0.5226480836236934	0.040385043485607536	20586, 338359, 109151	518	11	17446	9.185328185328185	0.9999999998976399	0.26964519839611895	0.24500020714486076
GOTERM_MF_DIRECT	GO:0005522~profilin binding	3	0.5226480836236934	0.040385043485607536	13043, 14026, 13800	518	11	17446	9.185328185328185	0.9999999998976399	0.26964519839611895	0.24500020714486076
GOTERM_MF_DIRECT	GO:0043425~bHLH transcription factor binding	4	0.6968641114982579	0.04059175029618995	21423, 22282, 22278, 21406	518	26	17446	5.181467181467181	0.9999999999092338	0.26964519839611895	0.24500020714486076
GOTERM_CC_DIRECT	GO:0045177~apical part of cell	8	1.3937282229965158	0.04068610813669901	93742, 17356, 21872, 101706, 68070, 12695, 26941, 14725	545	115	19662	2.5097088153171123	0.9999999985520304	0.25970539163561523	0.22896475344201178
GOTERM_BP_DIRECT	GO:0007163~establishment or maintenance of cell polarity	4	0.6968641114982579	0.04128146852590485	93742, 11789, 68732, 20616	520	27	18082	5.151566951566951	1.0	0.9008352141692504	0.8918432111240038
GOTERM_BP_DIRECT	GO:0048821~erythrocyte development	4	0.6968641114982579	0.04128146852590485	19014, 20807, 13829, 11733	520	27	18082	5.151566951566951	1.0	0.9008352141692504	0.8918432111240038
GOTERM_CC_DIRECT	GO:0044295~axonal growth cone	4	0.6968641114982579	0.04134085826036324	93742, 17762, 11789, 72333	545	28	19662	5.1538663171690695	0.9999999989637445	0.25970539163561523	0.22896475344201178
GOTERM_CC_DIRECT	GO:0071339~MLL1 complex	4	0.6968641114982579	0.04134085826036324	15161, 68988, 214162, 225280	545	28	19662	5.1538663171690695	0.9999999989637445	0.25970539163561523	0.22896475344201178
GOTERM_BP_DIRECT	GO:0035019~somatic stem cell population maintenance	5	0.8710801393728222	0.042426742801304644	80288, 11789, 109880, 21847, 20677	520	46	18082	3.779682274247492	1.0	0.9009719358831757	0.8919785681021276
GOTERM_BP_DIRECT	GO:0030154~cell differentiation	32	5.574912891986063	0.04244245849648789	68016, 21423, 14013, 12054, 17260, 22696, 21406, 21887, 54650, 12934, 13605, 59026, 27103, 83396, 13345, 228361, 13800, 93742, 105782, 19876, 67299, 17258, 93966, 30948, 11790, 17210, 71375, 109880, 21417, 12704, 56501, 16765	520	780	18082	1.426587771203156	1.0	0.9009719358831757	0.8919785681021276
GOTERM_CC_DIRECT	GO:0000775~chromosome, centromeric region	9	1.5679442508710801	0.04248011106940624	17345, 18676, 70998, 27223, 226747, 101994, 381280, 108989, 16319	545	141	19662	2.3027913332032015	0.9999999994213395	0.2634842332153045	0.23229630356941133
GOTERM_BP_DIRECT	GO:0051726~regulation of cell cycle	8	1.3937282229965158	0.04251410223768161	11789, 227720, 14013, 20384, 20658, 12448, 104416, 20469	520	112	18082	2.483791208791209	1.0	0.9009719358831757	0.8919785681021276
KEGG_PATHWAY	mmu04530:Tight junction	6	1.0452961672473868	0.04279521980883251	93742, 14924, 17356, 21872, 13043, 12695	165	90	7691	3.1074747474747473	0.9986456413847214	0.4065545881839088	0.3851569782794926
GOTERM_MF_DIRECT	GO:0005085~guanyl-nucleotide exchange factor activity	10	1.7421602787456445	0.04291492373334824	67299, 13605, 20662, 54126, 234353, 27387, 16800, 207212, 268739, 192232	518	156	17446	2.158944658944659	0.9999999999765359	0.28110337544092656	0.25541113144901395
GOTERM_MF_DIRECT	GO:0003705~transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	6	1.0452961672473868	0.04332417614322524	17258, 22282, 20807, 17260, 22278, 21888	518	65	17446	3.1088803088803085	0.9999999999815177	0.28110337544092656	0.25541113144901395
GOTERM_CC_DIRECT	GO:0005882~intermediate filament	8	1.3937282229965158	0.043984173078833275	16907, 16906, 16905, 19132, 109620, 22352, 233335, 18008	545	117	19662	2.4668078099270763	0.9999999997321509	0.2694030601078538	0.23751453462569969
GOTERM_BP_DIRECT	GO:0032233~positive regulation of actin filament bundle assembly	3	0.5226480836236934	0.04486400225761861	104027, 118449, 68760	520	12	18082	8.693269230769232	1.0	0.9241145885587982	0.9148902142628392
GOTERM_BP_DIRECT	GO:0061001~regulation of dendritic spine morphogenesis	3	0.5226480836236934	0.04486400225761861	56376, 58234, 243725	520	12	18082	8.693269230769232	1.0	0.9241145885587982	0.9148902142628392
GOTERM_BP_DIRECT	GO:0002011~morphogenesis of an epithelial sheet	3	0.5226480836236934	0.04486400225761861	75415, 20807, 26401	520	12	18082	8.693269230769232	1.0	0.9241145885587982	0.9148902142628392
GOTERM_BP_DIRECT	GO:0000724~double-strand break repair via homologous recombination	6	1.0452961672473868	0.045523921774189575	67788, 12144, 52864, 225182, 50505, 170472	520	68	18082	3.068212669683258	1.0	0.9290252184288318	0.9197518269563115
GOTERM_CC_DIRECT	GO:0042383~sarcolemma	8	1.3937282229965158	0.045695927916058615	11735, 22288, 20649, 233335, 20648, 66395, 238161, 11733	545	118	19662	2.445902658995491	0.9999999998886935	0.27643215652924347	0.2437116155523126
GOTERM_CC_DIRECT	GO:0005938~cell cortex	9	1.5679442508710801	0.04707902566166078	93742, 71889, 11789, 27360, 101706, 54126, 13043, 17925, 17118	545	144	19662	2.254816513761468	0.9999999999453143	0.280588300292408	0.2473758076047352
GOTERM_MF_DIRECT	GO:0036002~pre-mRNA binding	3	0.5226480836236934	0.04752974784921009	20462, 67996, 20382	518	12	17446	8.419884169884169	0.9999999999984184	0.30138181022567306	0.2738361609039718
GOTERM_MF_DIRECT	GO:0001191~transcriptional repressor activity, RNA polymerase II transcription factor binding	3	0.5226480836236934	0.04752974784921009	12914, 69642, 56381	518	12	17446	8.419884169884169	0.9999999999984184	0.30138181022567306	0.2738361609039718
GOTERM_CC_DIRECT	GO:0071564~npBAF complex	3	0.5226480836236934	0.0487173047956066	20588, 20586, 68094	545	13	19662	8.325476358503883	0.9999999999764656	0.280588300292408	0.2473758076047352
GOTERM_CC_DIRECT	GO:0016604~nuclear body	5	0.8710801393728222	0.0491283765560502	12914, 11906, 67154, 20602, 216766	545	50	19662	3.607706422018349	0.9999999999809575	0.280588300292408	0.2473758076047352
GOTERM_CC_DIRECT	GO:0005719~nuclear euchromatin	4	0.6968641114982579	0.04921782195919426	19656, 20586, 20020, 21849	545	30	19662	4.810275229357798	0.9999999999818153	0.280588300292408	0.2473758076047352
GOTERM_CC_DIRECT	GO:0000776~kinetochore	8	1.3937282229965158	0.049246109847238956	11789, 18676, 70998, 27223, 226747, 101994, 108989, 16319	545	120	19662	2.405137614678899	0.9999999999820784	0.280588300292408	0.2473758076047352
GOTERM_BP_DIRECT	GO:0016477~cell migration	11	1.9163763066202089	0.04931071716301948	105782, 11789, 360013, 329165, 329908, 244895, 72333, 68732, 234214, 13498, 29806	520	191	18082	2.0026379379782524	1.0	0.9821767520296735	0.9723728098587784
GOTERM_BP_DIRECT	GO:0060999~positive regulation of dendritic spine development	4	0.6968641114982579	0.04946534458951622	18483, 228880, 58234, 243725	520	29	18082	4.796286472148542	1.0	0.9821767520296735	0.9723728098587784
GOTERM_BP_DIRECT	GO:0097421~liver regeneration	4	0.6968641114982579	0.04946534458951622	13649, 14056, 20384, 110809	520	29	18082	4.796286472148542	1.0	0.9821767520296735	0.9723728098587784
GOTERM_MF_DIRECT	GO:0003690~double-stranded DNA binding	9	1.5679442508710801	0.04955533793545164	19687, 224903, 22282, 13433, 17283, 22278, 17688, 21417, 18029	518	136	17446	2.228792868498751	0.9999999999995178	0.3106952648087867	0.2822983857671234
GOTERM_BP_DIRECT	GO:0030838~positive regulation of actin filament polymerization	5	0.8710801393728222	0.0515652894478408	56699, 13043, 68732, 26401, 14026	520	49	18082	3.548273155416013	1.0	1.0	0.9904675442578302
KEGG_PATHWAY	mmu04144:Endocytosis	11	1.9163763066202089	0.052107864195415736	13859, 93742, 71889, 216963, 13649, 245666, 30948, 75767, 234353, 67804, 216724	165	261	7691	1.9644955300127713	0.9996905453996334	0.46590560927665836	0.4413842614199921
GOTERM_CC_DIRECT	GO:0030863~cortical cytoskeleton	4	0.6968641114982579	0.053410609982167824	20742, 13043, 13829, 11733	545	31	19662	4.655105060668837	0.9999999999979146	0.30081837806048545	0.26521130473904025
GOTERM_MF_DIRECT	GO:0016818~hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	3	0.5226480836236934	0.05509372960682532	12144, 216848, 107932	518	13	17446	7.7722007722007715	0.9999999999999815	0.33415544696313615	0.30361435772456996
GOTERM_MF_DIRECT	GO:0008432~JUN kinase binding	3	0.5226480836236934	0.05509372960682532	16906, 26401, 13498	518	13	17446	7.7722007722007715	0.9999999999999815	0.33415544696313615	0.30361435772456996
GOTERM_MF_DIRECT	GO:0042805~actinin binding	3	0.5226480836236934	0.05509372960682532	56376, 380928, 22138	518	13	17446	7.7722007722007715	0.9999999999999815	0.33415544696313615	0.30361435772456996
GOTERM_BP_DIRECT	GO:0032259~methylation	10	1.7421602787456445	0.05520374992233795	110147, 14056, 214162, 67897, 13433, 234135, 107823, 192195, 235626, 101867	520	169	18082	2.057578516158398	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0014886~transition between slow and fast fiber	2	0.34843205574912894	0.05658285824191215	57080, 14886	520	2	18082	34.77307692307693	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0007521~muscle cell fate determination	2	0.34843205574912894	0.05658285824191215	21385, 17260	520	2	18082	34.77307692307693	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0071709~membrane assembly	2	0.34843205574912894	0.05658285824191215	20742, 11735	520	2	18082	34.77307692307693	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0048332~mesoderm morphogenesis	2	0.34843205574912894	0.05658285824191215	21386, 235626	520	2	18082	34.77307692307693	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0098727~maintenance of cell number	2	0.34843205574912894	0.05658285824191215	14013, 108829	520	2	18082	34.77307692307693	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0010603~regulation of cytoplasmic mRNA processing body assembly	2	0.34843205574912894	0.05658285824191215	233871, 20239	520	2	18082	34.77307692307693	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0007067~mitotic nuclear division	14	2.4390243902439024	0.05706721687487437	237222, 226747, 12704, 227720, 16800, 20382, 212514, 100710, 108989, 225182, 16319, 170472, 231600, 232679	520	277	18082	1.7574840322132743	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0007611~learning or memory	5	0.8710801393728222	0.05820737760294641	13649, 329165, 58234, 17967, 17260	520	51	18082	3.4091251885369536	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0045739~positive regulation of DNA repair	4	0.6968641114982579	0.05837488757541462	13649, 20184, 21849, 30951	520	31	18082	4.486848635235733	1.0	1.0	0.9904675442578302
GOTERM_MF_DIRECT	GO:0097493~structural molecule activity conferring elasticity	2	0.34843205574912894	0.058392056898235636	66395, 22138	518	2	17446	33.67953667953668	0.9999999999999973	0.35035234138941385	0.31833089083231686
GOTERM_BP_DIRECT	GO:0016574~histone ubiquitination	3	0.5226480836236934	0.05958109832976619	59026, 18140, 30951	520	14	18082	7.451373626373626	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0043984~histone H4-K16 acetylation	3	0.5226480836236934	0.05958109832976619	15161, 214162, 17692	520	14	18082	7.451373626373626	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0051895~negative regulation of focal adhesion assembly	3	0.5226480836236934	0.05958109832976619	208177, 13829, 50768	520	14	18082	7.451373626373626	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0051489~regulation of filopodium assembly	3	0.5226480836236934	0.05958109832976619	29819, 13829, 243725	520	14	18082	7.451373626373626	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0000712~resolution of meiotic recombination intermediates	3	0.5226480836236934	0.05958109832976619	17350, 52864, 50505	520	14	18082	7.451373626373626	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0033120~positive regulation of RNA splicing	3	0.5226480836236934	0.05958109832976619	20384, 20020, 110809	520	14	18082	7.451373626373626	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0006337~nucleosome disassembly	3	0.5226480836236934	0.05958109832976619	20588, 20586, 68094	520	14	18082	7.451373626373626	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0030330~DNA damage response, signal transduction by p53 class mediator	3	0.5226480836236934	0.05958109832976619	55982, 52679, 22589	520	14	18082	7.451373626373626	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0034968~histone lysine methylation	3	0.5226480836236934	0.05958109832976619	110147, 17283, 235626	520	14	18082	7.451373626373626	1.0	1.0	0.9904675442578302
GOTERM_MF_DIRECT	GO:0008168~methyltransferase activity	10	1.7421602787456445	0.0628522698818042	110147, 14056, 214162, 67897, 13433, 234135, 107823, 192195, 235626, 101867	518	168	17446	2.0047343261628976	0.9999999999999998	0.373101772277093	0.33900107266036944
GOTERM_BP_DIRECT	GO:0043967~histone H4 acetylation	4	0.6968641114982579	0.06309324709908215	21423, 17692, 78656, 75560	520	32	18082	4.346634615384616	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0051297~centrosome organization	4	0.6968641114982579	0.06309324709908215	230872, 225523, 216848, 76816	520	32	18082	4.346634615384616	1.0	1.0	0.9904675442578302
GOTERM_CC_DIRECT	GO:0005721~pericentric heterochromatin	3	0.5226480836236934	0.06325643234411711	13433, 16319, 22589	545	15	19662	7.215412844036698	0.9999999999999876	0.34826575110806046	0.3070424581197595
GOTERM_CC_DIRECT	GO:0031011~Ino80 complex	3	0.5226480836236934	0.06325643234411711	69714, 235134, 225280	545	15	19662	7.215412844036698	0.9999999999999876	0.34826575110806046	0.3070424581197595
GOTERM_BP_DIRECT	GO:0035690~cellular response to drug	6	1.0452961672473868	0.06427958080463031	110147, 13649, 12144, 109880, 17260, 170472	520	75	18082	2.7818461538461543	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0071277~cellular response to calcium ion	5	0.8710801393728222	0.06528349586880074	13605, 17258, 13829, 109880, 17260	520	53	18082	3.280478955007257	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling	9	1.5679442508710801	0.06567786814209634	13605, 23947, 57321, 66656, 16475, 228607, 81702, 14082, 67154	520	149	18082	2.1003871966959218	1.0	1.0	0.9904675442578302
KEGG_PATHWAY	mmu03420:Nucleotide excision repair	4	0.6968641114982579	0.06678405580836888	19687, 72584, 67967, 50505	165	44	7691	4.237465564738292	0.9999706704986098	0.5096892585196013	0.48286350807120126
KEGG_PATHWAY	mmu03022:Basal transcription factors	4	0.6968641114982579	0.06678405580836888	209361, 57080, 14886, 68153	165	44	7691	4.237465564738292	0.9999706704986098	0.5096892585196013	0.48286350807120126
GOTERM_BP_DIRECT	GO:0007275~multicellular organism development	39	6.794425087108014	0.0671786106467786	68016, 104360, 57080, 68750, 21386, 21385, 56790, 21408, 17260, 22696, 21406, 228911, 116904, 21887, 12934, 13649, 20807, 83396, 13345, 15248, 228361, 13047, 269152, 13800, 59091, 105782, 19876, 67299, 17258, 93966, 30948, 19014, 17210, 226747, 68703, 12704, 208618, 16765, 18008	520	1029	18082	1.317930029154519	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0043968~histone H2A acetylation	3	0.5226480836236934	0.067475234987473	17692, 78656, 75560	520	15	18082	6.954615384615385	1.0	1.0	0.9904675442578302
GOTERM_MF_DIRECT	GO:0051219~phosphoprotein binding	5	0.8710801393728222	0.06772313588559575	230753, 12933, 70998, 23947, 12296	518	52	17446	3.238416988416988	1.0	0.39752454040280705	0.3611916523014752
GOTERM_BP_DIRECT	GO:0035116~embryonic hindlimb morphogenesis	4	0.6968641114982579	0.06798228663375078	20586, 21386, 14013, 19014	520	33	18082	4.214918414918415	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0032467~positive regulation of cytokinesis	4	0.6968641114982579	0.06798228663375078	12704, 13605, 227937, 225115	520	33	18082	4.214918414918415	1.0	1.0	0.9904675442578302
KEGG_PATHWAY	mmu05205:Proteoglycans in cancer	9	1.5679442508710801	0.06836379020712213	11735, 13649, 20662, 20130, 13043, 13345, 14388, 109880, 11733	165	203	7691	2.0665472458575906	0.9999772908782233	0.5096892585196013	0.48286350807120126
GOTERM_MF_DIRECT	GO:0005089~Rho guanyl-nucleotide exchange factor activity	6	1.0452961672473868	0.06839131877897756	13605, 20662, 54126, 16800, 207212, 268739	518	74	17446	2.7307732442867576	1.0	0.39752454040280705	0.3611916523014752
KEGG_PATHWAY	mmu05166:HTLV-I infection	11	1.9163763066202089	0.07041759492705019	12914, 11789, 21423, 18034, 20807, 20130, 26401, 245000, 11909, 67967, 13557	165	276	7691	1.8577294685990338	0.9999837268312045	0.5096892585196013	0.48286350807120126
GOTERM_MF_DIRECT	GO:0097110~scaffold protein binding	5	0.8710801393728222	0.0716180320917074	12704, 70998, 58234, 109620, 22352	518	53	17446	3.177314781088366	1.0	0.41198826708425496	0.37433342546902737
GOTERM_CC_DIRECT	GO:0030315~T-tubule	5	0.8710801393728222	0.07269021225169298	11735, 30948, 100041194, 66395, 238161	545	57	19662	3.1646547561564464	0.9999999999999999	0.39575782225921735	0.34891301880812625
GOTERM_BP_DIRECT	GO:0048538~thymus development	5	0.8710801393728222	0.07278652387496962	11789, 56436, 20807, 109880, 14082	520	55	18082	3.1611888111888113	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0007616~long-term memory	4	0.6968641114982579	0.07303795855213291	110147, 17257, 27103, 20807	520	34	18082	4.0909502262443445	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0016579~protein deubiquitination	6	1.0452961672473868	0.07346253985473267	74270, 329908, 72344, 237898, 229603, 104416	520	78	18082	2.674852071005917	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0000380~alternative mRNA splicing, via spliceosome	3	0.5226480836236934	0.07569120679140462	110809, 67996, 69562	520	16	18082	6.519951923076923	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0051016~barbed-end actin filament capping	3	0.5226480836236934	0.07569120679140462	11519, 11518, 14026	520	16	18082	6.519951923076923	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0031529~ruffle organization	3	0.5226480836236934	0.07569120679140462	65970, 72333, 68732	520	16	18082	6.519951923076923	1.0	1.0	0.9904675442578302
GOTERM_BP_DIRECT	GO:0042953~lipoprotein transport	3	0.5226480836236934	0.07569120679140462	338320, 338366, 14725	520	16	18082	6.519951923076923	1.0	1.0	0.9904675442578302
